
# data for step size of 0.001(=1mm)

data;

param L:=0.14;  #14 cm
param r:=0.05; #5 cm

param N := 10282;

param:     x_t    z_t    theta_t  k_t:= 
0	0	0	0	0
1	0	0.00100000000000000	0	0
2	0	0.00200000000000000	0	0
3	0	0.00300000000000000	0	0
4	0	0.00400000000000000	0	0
5	0	0.00500000000000000	0	0
6	0	0.00600000000000000	0	0
7	0	0.00700000000000000	0	0
8	0	0.00800000000000000	0	0
9	0	0.00900000000000000	0	0
10	0	0.0100000000000000	0	0
11	0	0.0110000000000000	0	0
12	0	0.0120000000000000	0	0
13	0	0.0130000000000000	0	0
14	0	0.0140000000000000	0	0
15	0	0.0150000000000000	0	0
16	0	0.0160000000000000	0	0
17	0	0.0170000000000000	0	0
18	0	0.0180000000000000	0	0
19	0	0.0190000000000000	0	0
20	0	0.0200000000000000	0	0
21	0	0.0210000000000000	0	0
22	0	0.0220000000000000	0	0
23	0	0.0230000000000000	0	0
24	0	0.0240000000000000	0	0
25	0	0.0250000000000000	0	0
26	0	0.0260000000000000	0	0
27	0	0.0270000000000000	0	0
28	0	0.0280000000000000	0	0
29	0	0.0290000000000000	0	0
30	0	0.0300000000000000	0	0
31	0	0.0310000000000000	0	0
32	0	0.0320000000000000	0	0
33	0	0.0330000000000000	0	0
34	0	0.0340000000000000	0	0
35	0	0.0350000000000000	0	0
36	0	0.0360000000000000	0	0
37	0	0.0370000000000000	0	0
38	0	0.0380000000000000	0	0
39	0	0.0390000000000000	0	0
40	0	0.0400000000000000	0	0
41	0	0.0410000000000000	0	0
42	0	0.0420000000000000	0	0
43	0	0.0430000000000000	0	0
44	0	0.0440000000000000	0	0
45	0	0.0450000000000000	0	0
46	0	0.0460000000000000	0	0
47	0	0.0470000000000000	0	0
48	0	0.0480000000000000	0	0
49	0	0.0490000000000000	0	0
50	0	0.0500000000000000	0	0
51	0	0.0510000000000000	0	0
52	0	0.0520000000000000	0	0
53	0	0.0530000000000000	0	0
54	0	0.0540000000000000	0	0
55	0	0.0550000000000000	0	0
56	0	0.0560000000000000	0	0
57	0	0.0570000000000000	0	0
58	0	0.0580000000000000	0	0
59	0	0.0590000000000000	0	0
60	0	0.0600000000000000	0	0
61	0	0.0610000000000000	0	0
62	0	0.0620000000000000	0	0
63	0	0.0630000000000000	0	0
64	0	0.0640000000000000	0	0
65	0	0.0650000000000000	0	0
66	0	0.0660000000000000	0	0
67	0	0.0670000000000000	0	0
68	0	0.0680000000000000	0	0
69	0	0.0690000000000000	0	0
70	0	0.0700000000000000	0	0
71	0	0.0710000000000000	0	0
72	0	0.0720000000000000	0	0
73	0	0.0730000000000000	0	0
74	0	0.0740000000000000	0	0
75	0	0.0750000000000000	0	0
76	0	0.0760000000000000	0	0
77	0	0.0770000000000000	0	0
78	0	0.0780000000000000	0	0
79	0	0.0790000000000000	0	0
80	0	0.0800000000000000	0	0
81	0	0.0810000000000000	0	0
